prep_canonical_smiles,chembl_cmpd_id,assay_id,rdkitNonIsoCanonSmi,canonical_smiles,doc_id,pubmed_id,journal,year,volume,first_page,standard_value,standard_units,standard_type,activity_comment,tid,pref_name,Protein class,Cliff value,Chiral cliff,unambiguous cliff,Protein class (prep)
C1CC(CCO1)c2nccnc2O[C@@H]3CCN(C3)c4cc5ccccc5cn4,"('CHEMBL3669275', 'CHEMBL3669247')",1527753,c1ccc2cc(N3CCC(Oc4nccnc4C4CCOCC4)C3)ncc2c1,"('C1CC(CCO1)c2nccnc2O[C@@H]3CCN(C3)c4cc5ccccc5cn4', 'C1CC(CCO1)c2nccnc2O[C@H]3CCN(C3)c4cc5ccccc5cn4')",94066,"(nan, nan)",,2013.0,,,"(Decimal('1430'), Decimal('1362'))",nM,IC50,,102443,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",other enzymes,0.0211589298883,no cliff,1,other enzymes
C1CC(CCO1)c2nccnc2O[C@@H]3CCN(C3)c4nc5ccccc5[nH]4,"('CHEMBL3669251', 'CHEMBL3669276')",1527753,c1ccc2[nH]c(N3CCC(Oc4nccnc4C4CCOCC4)C3)nc2c1,"('C1CC(CCO1)c2nccnc2O[C@@H]3CCN(C3)c4nc5ccccc5[nH]4', 'C1CC(CCO1)c2nccnc2O[C@H]3CCN(C3)c4nc5ccccc5[nH]4')",94066,"(nan, nan)",,2013.0,,,"(Decimal('306'), Decimal('3930'))",nM,IC50,,102443,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",other enzymes,1.10867112389,cliff,1,other enzymes
C1CC2SC1C[C@@H](C2c3onc(c3)c4ccccc4)c5ccccc5,"('CHEMBL1643667', 'CHEMBL1643657')",700609,c1ccc(-c2cc(C3C4CCC(CC3c3ccccc3)S4)on2)cc1,"('C1CC2SC1C[C@@H](C2c3onc(c3)c4ccccc4)c5ccccc5', 'C1CC2SC1C[C@H](C2c3onc(c3)c4ccccc4)c5ccccc5')",54711,21146984.0,Bioorg. Med. Chem. Lett.,2011.0,21,48,10000,nM,IC50,,121,Serotonin transporter,transporter,0.0,no cliff,1,transporter
C1CCC(C1)n2c3cnccc3c4cnc(Nc5ccc(N[C@@H]6CCNC6)cn5)nc24,"('CHEMBL3698694', 'CHEMBL3698695')","(1528842, 1535927)",c1cc2c3cnc(Nc4ccc(NC5CCNC5)cn4)nc3n(C3CCCC3)c2cn1,"('C1CCC(C1)n2c3cnccc3c4cnc(Nc5ccc(N[C@@H]6CCNC6)cn5)nc24', 'C1CCC(C1)n2c3cnccc3c4cnc(Nc5ccc(N[C@H]6CCNC6)cn5)nc24')",94530,"((nan, nan), (nan, nan))",,2014.0,,,"((Decimal('3.4'), Decimal('2.8')), (Decimal('20'), Decimal('24')))",nM,IC50,"(('264849', '264850'), ('265323', '265324'))","(12946, 10480)","('Cyclin-dependent kinase 4', 'Cyclin-dependent kinase 6')",kinase,"(0.084320885700035944, 0.079181246047624818)",no cliff,1,kinase
C1CCC(C1)n2c3cnccc3c4cnc(Nc5ccc(N[C@@H]6CCNC6)nn5)nc24,"('CHEMBL3698721', 'CHEMBL3698722')","(1528842, 1535927)",c1cc2c3cnc(Nc4ccc(NC5CCNC5)nn4)nc3n(C3CCCC3)c2cn1,"('C1CCC(C1)n2c3cnccc3c4cnc(Nc5ccc(N[C@@H]6CCNC6)nn5)nc24', 'C1CCC(C1)n2c3cnccc3c4cnc(Nc5ccc(N[C@H]6CCNC6)nn5)nc24')",94530,"((nan, nan), (nan, nan))",,2014.0,,,"((Decimal('6.1'), Decimal('8.8')), (Decimal('11.2'), Decimal('15.1')))",nM,IC50,"(('264877', '264878'), ('265329', '265330'))","(12946, 10480)","('Cyclin-dependent kinase 4', 'Cyclin-dependent kinase 6')",kinase,"(0.15915283713940162, 0.1297589246229878)",no cliff,1,kinase
C1CCN(CC1)[C@@H](C2CC3CC3C2)c4ccccc4,"('CHEMBL1169565', 'CHEMBL1169564')","(154851, 154852)",c1ccc(C(C2CC3CC3C2)N2CCCCC2)cc1,"('C1CCN(CC1)[C@@H](C2CC3CC3C2)c4ccccc4', 'C1CCN(CC1)[C@H](C2CC3CC3C2)c4ccccc4')",9813,3397994.0,J. Med. Chem.,1988.0,31,1571,"((Decimal('630'), Decimal('680')), (Decimal('3200'), Decimal('2600')))",nM,Ki,,100000,Glutamate [NMDA] receptor subunit epsilon 3,ion channel lgic,"(0.033168363252654598, 0.09017663034908803)",no cliff,1,ion channel lgic
C1CO[C@@H](CN1)c2ccc(Nc3ccn(n3)c4ccccc4)cc2,"('CHEMBL3641716', 'CHEMBL3641715')",1528585,c1ccc(-n2ccc(Nc3ccc(C4CNCCO4)cc3)n2)cc1,"('C1CO[C@@H](CN1)c2ccc(Nc3ccn(n3)c4ccccc4)cc2', 'C1CO[C@H](CN1)c2ccc(Nc3ccn(n3)c4ccccc4)cc2')",94478,"(nan, nan)",,2014.0,,,"(Decimal('25'), Decimal('33.2'))",nM,Ki,,105388,Trace amine-associated receptor 7b,membrane receptor 7tm,0.123198075032,no cliff,1,membrane receptor 7tm
C1CO[C@@H](CN1)c2ccc(Nc3ncc(cn3)C4CC4)cc2,"('CHEMBL3701984', 'CHEMBL3701916')","(1528585, 1528586)",c1cc(C2CNCCO2)ccc1Nc1ncc(C2CC2)cn1,"('C1CO[C@@H](CN1)c2ccc(Nc3ncc(cn3)C4CC4)cc2', 'C1CO[C@H](CN1)c2ccc(Nc3ncc(cn3)C4CC4)cc2')",94478,"((nan, nan), (nan, nan))",,2014.0,,,"((Decimal('9'), Decimal('13.1')), (Decimal('2.4'), Decimal('1.7')))",nM,Ki,,"(105388, 100426)","('Trace amine-associated receptor 7b', 'Trace amine-associated receptor 1')",membrane receptor 7tm,"(0.16302878621643938, 0.14976232033333212)",no cliff,1,membrane receptor 7tm
C1CO[C@@H](CN1)c2ccc(Nc3ncc(cn3)c4occc4)cc2,"('CHEMBL3641701', 'CHEMBL3641700')",1528586,c1coc(-c2cnc(Nc3ccc(C4CNCCO4)cc3)nc2)c1,"('C1CO[C@@H](CN1)c2ccc(Nc3ncc(cn3)c4occc4)cc2', 'C1CO[C@H](CN1)c2ccc(Nc3ncc(cn3)c4occc4)cc2')",94478,"(nan, nan)",,2014.0,,,"(Decimal('1.7'), Decimal('0.9'))",nM,Ki,,100426,Trace amine-associated receptor 1,membrane receptor 7tm,0.276206411939,no cliff,1,membrane receptor 7tm
C1C[C@@H](CN1)Oc2cccc3ccc(nc23)c4nnc5ccccn45,"('CHEMBL3660017', 'CHEMBL3660016')","(1527870, 1527871)",c1cc(OC2CCNC2)c2nc(-c3nnc4ccccn34)ccc2c1,"('C1C[C@@H](CN1)Oc2cccc3ccc(nc23)c4nnc5ccccn45', 'C1C[C@H](CN1)Oc2cccc3ccc(nc23)c4nnc5ccccn45')",94172,"((nan, nan), (nan, nan))",,2013.0,,,"((Decimal('30'), Decimal('23')), (Decimal('4910'), Decimal('2470')))",nM,IC50,,"(10839, 30043)","('Serine/threonine-protein kinase PIM1', 'Serine/threonine-protein kinase PIM2')",kinase,"(0.11539341870206955, 0.29838453886330274)",no cliff,1,kinase
C1C[C@@H](CO1)c2cccnc2Oc3ccc(Nc4nc5ccccc5s4)cc3,"('CHEMBL3690319', 'CHEMBL3690346')",1527698,c1cnc(Oc2ccc(Nc3nc4ccccc4s3)cc2)c(C2CCOC2)c1,"('C1C[C@@H](CO1)c2cccnc2Oc3ccc(Nc4nc5ccccc5s4)cc3', 'C1C[C@H](CO1)c2cccnc2Oc3ccc(Nc4nc5ccccc5s4)cc3')",94416,"((nan, nan), nan)",,2014.0,,,"((Decimal('0.865'), Decimal('0.814')), Decimal('0.45'))",nM,IC50,,100010,Phosphodiesterase 10A,other enzymes,0.270808186699,no cliff,1,other enzymes
C1N=CN[C@@H]1C2CC23Cc4ccccc4C3,"('CHEMBL166683', 'CHEMBL167578')",193507,C1=NCC(C2CC23Cc2ccccc2C3)N1,"('C1N=CN[C@@H]1C2CC23Cc4ccccc4C3', 'C1N=CN[C@H]1C2CC23Cc4ccccc4C3')",16321,11262089.0,J. Med. Chem.,2001.0,44,787,"(Decimal('316.23'), Decimal('31.62'))",nM,Ki,,11944,Norepinephrine transporter,transporter,1.00004120246,cliff,1,transporter
C=CC(=O)N[C@@H]1CCCN(C1)S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2,"('CHEMBL2152094', 'CHEMBL2152093')",853388,C=CC(=O)NC1CCCN(S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2)C1,"('C=CC(=O)N[C@@H]1CCCN(C1)S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2', 'C=CC(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2')",65517,24900540.0,ACS Med. Chem. Lett.,2012.0,3,731,80000,nM,IC50,,12109,Protein-glutamine gamma-glutamyltransferase,other enzymes,0.0,no cliff,1,other enzymes
C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CC[C@@H](C2)NC(=O)OCc3ccccc3,"('CHEMBL2089390', 'CHEMBL2089392')","(841030, 841032, 841033, 841034)",C=CC(=O)Nc1ccc(S(=O)(=O)N2CCC(NC(=O)OCc3ccccc3)C2)cc1,"('C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CC[C@@H](C2)NC(=O)OCc3ccccc3', 'C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CC[C@H](C2)NC(=O)OCc3ccccc3')",64913,22224594.0,J. Med. Chem.,2012.0,55,1021,"((Decimal('520'), Decimal('500')), Decimal('14000'), Decimal('80000'), (Decimal('720'), Decimal('960')))",nM,IC50,,"(12109, 11483, 11476, 100151)","('Protein-glutamine gamma-glutamyltransferase', 'Protein-glutamine gamma-glutamyltransferase K', 'Protein-glutamine glutamyltransferase E', 'Coagulation factor XIII')",other enzymes,"(0.01703333929878037, 0.0, 0.0, 0.12493873660829993)",no cliff,1,other enzymes
C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N[C@@H]2CCN(C2)C(=O)OCc3ccccc3,"('CHEMBL2089389', 'CHEMBL2089391')","(841032, 841034)",C=CC(=O)Nc1ccc(S(=O)(=O)NC2CCN(C(=O)OCc3ccccc3)C2)cc1,"('C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N[C@@H]2CCN(C2)C(=O)OCc3ccccc3', 'C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N[C@H]2CCN(C2)C(=O)OCc3ccccc3')",64913,22224594.0,J. Med. Chem.,2012.0,55,1021,"((Decimal('3600'), Decimal('2900')), (Decimal('410'), Decimal('500')))",nM,IC50,,"(11483, 100151)","('Protein-glutamine gamma-glutamyltransferase K', 'Coagulation factor XIII')",other enzymes,"(0.093904502868331186, 0.086186147616283335)",no cliff,1,other enzymes
C=CCOc1ccc2C3=CC(=NC(=O)N3CCc2c1)OC[C@@H]4COCCO4,"('CHEMBL3718413', 'CHEMBL3718289')",1536917,C=CCOc1ccc2c(c1)CCn1c-2cc(OCC2COCCO2)nc1=O,"('C=CCOc1ccc2C3=CC(=NC(=O)N3CCc2c1)OC[C@@H]4COCCO4', 'C=CCOc1ccc2C3=CC(=NC(=O)N3CCc2c1)OC[C@H]4COCCO4')",97167,"(nan, nan)",,"(nan, nan)",,,101,nM,IC50,,116040,G-protein coupled receptor 84,membrane receptor 7tm,0.0,no cliff,1,membrane receptor 7tm
CC#CCOc1ccc(cc1)S(=O)(=O)N2CC[C@@H](S)C2,"('CHEMBL389594', 'CHEMBL243024')",442202,CC#CCOc1ccc(S(=O)(=O)N2CCC(S)C2)cc1,"('CC#CCOc1ccc(cc1)S(=O)(=O)N2CC[C@@H](S)C2', 'CC#CCOc1ccc(cc1)S(=O)(=O)N2CC[C@H](S)C2')",36353,17289381.0,Bioorg. Med. Chem. Lett.,2007.0,17,2250,"(Decimal('28'), Decimal('33'))",nM,Ki,,11473,ADAM17,protease,0.0713559085357,no cliff,1,protease
CC#CCOc1ccc(cc1)[S+]([O-])[C@@H](C(=O)NO)c2ccccc2,"('CHEMBL2096739', 'CHEMBL2096854')","(429668, 429670, 429672)",CC#CCOc1ccc([S+]([O-])C(C(=O)NO)c2ccccc2)cc1,"('CC#CCOc1ccc(cc1)[S+]([O-])[C@@H](C(=O)NO)c2ccccc2', 'CC#CCOc1ccc(cc1)[S+]([O-])[C@H](C(=O)NO)c2ccccc2')",35274,15566296.0,J. Med. Chem.,2004.0,47,6255,10000,nM,IC50,,"(13000, 12592, 11024)","('Matrix metalloproteinase-1', 'Matrix metalloproteinase 9', 'Matrix metalloproteinase 13')",protease,0.0,no cliff,1,protease
CC#C[C@@H]1CN(CCN1c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c3ccc(N)nc3,"('CHEMBL3114184', 'CHEMBL3114185')","(1291068, 1291251)",CC#CC1CN(S(=O)(=O)c2ccc(N)nc2)CCN1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,"('CC#C[C@@H]1CN(CCN1c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c3ccc(N)nc3', 'CC#C[C@H]1CN(CCN1c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c3ccc(N)nc3')",76829,24405213.0,J. Med. Chem.,2014.0,57,325,"((Decimal('12500'), Decimal('202')), (Decimal('484'), Decimal('4')))",nM,"('EC50', 'IC50')",,"(108035, 20095)","('Glucokinase', 'Hexokinase type IV')",other enzymes,"(1.7915586435614328, 2.0827853703164498)",cliff,1,other enzymes
CC#Cc1cncc(c1)c2ccc3Oc4c(F)cc(cc4[C@@]5(N=C(N)N(C)C5=O)c3c2)C6=CCOCC6,"('CHEMBL3695730', 'CHEMBL3695731')",1528106,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)c2cc(C4=CCOCC4)cc(F)c2O3)c1,"('CC#Cc1cncc(c1)c2ccc3Oc4c(F)cc(cc4[C@@]5(N=C(N)N(C)C5=O)c3c2)C6=CCOCC6', 'CC#Cc1cncc(c1)c2ccc3Oc4c(F)cc(cc4[C@]5(N=C(N)N(C)C5=O)c3c2)C6=CCOCC6')",94706,"((nan, nan), nan)",,2015.0,,,"((Decimal('0.9'), Decimal('0.5')), Decimal('179'))",nM,IC50,,12252,Beta-secretase 1,protease,2.40775499097,cliff,1,protease
CC(=CCC\C(=C\CC\C(=C\CC[C@@]1(C)Oc2c(C)cc(O)cc2C=C1)\C)\C(=O)O)C,"('CHEMBL1668777', 'CHEMBL1668778')",717116,CC(C)=CCCC(=CCCC(C)=CCCC1(C)C=Cc2cc(O)cc(C)c2O1)C(=O)O,"('CC(=CCC\\C(=C\\CC\\C(=C\\CC[C@@]1(C)Oc2c(C)cc(O)cc2C=C1)\\C)\\C(=O)O)C', 'CC(=CCC\\C(=C\\CC\\C(=C\\CC[C@]1(C)Oc2c(C)cc(O)cc2C=C1)\\C)\\C(=O)O)C')",55299,21142112.0,J. Nat. Prod.,2011.0,74,90,"(Decimal('9000'), Decimal('17000'))",nM,IC50,,11180,Bile acid receptor FXR,transcription factor,0.276206411939,no cliff,1,transcription factor
CC(=CCC\C(=C\CC\C(=C\CSC[C@@H](NC(=O)c1ccccc1Oc2ccccc2)C(=O)O)\C)\C)C,"('CHEMBL1946593', 'CHEMBL1946583')",800448,CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)c1ccccc1Oc1ccccc1)C(=O)O,"('CC(=CCC\\C(=C\\CC\\C(=C\\CSC[C@@H](NC(=O)c1ccccc1Oc2ccccc2)C(=O)O)\\C)\\C)C', 'CC(=CCC\\C(=C\\CC\\C(=C\\CSC[C@H](NC(=O)c1ccccc1Oc2ccccc2)C(=O)O)\\C)\\C)C')",60937,22142613.0,Bioorg. Med. Chem.,2012.0,20,283,"(Decimal('7800'), Decimal('6200'))",nM,IC50,,100792,Isoprenylcysteine carboxyl methyltransferase,other enzymes,0.0997029131922,no cliff,1,other enzymes
CC(=O)N1CCC[C@@H](C1)C(=O)Nc2cc(ccn2)c3ccnc(Nc4ccc(F)cc4)c3,"('CHEMBL202666', 'CHEMBL202639')",339826,CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,"('CC(=O)N1CCC[C@@H](C1)C(=O)Nc2cc(ccn2)c3ccnc(Nc4ccc(F)cc4)c3', 'CC(=O)N1CCC[C@H](C1)C(=O)Nc2cc(ccn2)c3ccnc(Nc4ccc(F)cc4)c3')",30859,16337120.0,Bioorg. Med. Chem. Lett.,2006.0,16,1397,"(Decimal('125'), Decimal('74'))",nM,IC50,,12261,c-Jun N-terminal kinase 1,kinase,0.227678293277,no cliff,1,kinase
CC(=O)N1CCC[C@@H](C1)c2cccnc2Oc3ccc(cc3)C(=O)c4nc5ccccc5[nH]4,"('CHEMBL3690336', 'CHEMBL3694427')",1527698,CC(=O)N1CCCC(c2cccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)C1,"('CC(=O)N1CCC[C@@H](C1)c2cccnc2Oc3ccc(cc3)C(=O)c4nc5ccccc5[nH]4', 'CC(=O)N1CCC[C@H](C1)c2cccnc2Oc3ccc(cc3)C(=O)c4nc5ccccc5[nH]4')",94416,"((nan, nan), nan)",,2014.0,,,"((Decimal('0.0503'), Decimal('0.024')), Decimal('1.61'))",nM,IC50,,100010,Phosphodiesterase 10A,other enzymes,1.63686705794,cliff,1,other enzymes
CC(=O)N1CCC[C@@]1(Cc2ccccc2)C(=O)OCc3ccccc3,"('CHEMBL2030659', 'CHEMBL2030660')",818163,CC(=O)N1CCCC1(Cc1ccccc1)C(=O)OCc1ccccc1,"('CC(=O)N1CCC[C@@]1(Cc2ccccc2)C(=O)OCc3ccccc3', 'CC(=O)N1CCC[C@]1(Cc2ccccc2)C(=O)OCc3ccccc3')",62047,22608391.0,Bioorg. Med. Chem. Lett.,2012.0,22,3978,"(Decimal('300'), Decimal('50000'))",nM,IC50,,103158,Solute carrier family 12 member 5,unclassified,2.22184874962,cliff,1,unclassified
CC(=O)N1CCN(CC1)C(=O)[C@@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3,"('CHEMBL322901', 'CHEMBL104815')","(210595, 212519)",CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,"('CC(=O)N1CCN(CC1)C(=O)[C@@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3', 'CC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3')",14103,9301673.0,J. Med. Chem.,1997.0,40,3091,"((Decimal('12'), Decimal('1900')), (Decimal('44'), Decimal('17000')))",nM,Ki,,"(10403, 10407)","('Thrombin', 'Trypsin II')",protease,"(2.1995723549052042, 2.5869962448920862)",cliff,1,protease
CC(=O)N1CC[C@@H](C1)Nc2ncc(Cl)c(NCc3cccc(NC(=O)C=C)c3)n2,"('CHEMBL3601241', 'CHEMBL3601240')",1509383,C=CC(=O)Nc1cccc(CNc2nc(NC3CCN(C(C)=O)C3)ncc2Cl)c1,"('CC(=O)N1CC[C@@H](C1)Nc2ncc(Cl)c(NCc3cccc(NC(=O)C=C)c3)n2', 'CC(=O)N1CC[C@H](C1)Nc2ncc(Cl)c(NCc3cccc(NC(=O)C=C)c3)n2')",93088,26258521.0,J. Med. Chem.,2015.0,58,6589,"(Decimal('1600'), Decimal('99'))",nM,IC50,,10849,Tyrosine-protein kinase JAK3,kinase,1.20848478806,cliff,1,kinase
CC(=O)N1CC[C@@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3,"('CHEMBL3665126', 'CHEMBL3665120')",1527981,CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,"('CC(=O)N1CC[C@@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3', 'CC(=O)N1CC[C@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3')",94251,"((nan, nan), (nan, nan))",,2013.0,,,"((Decimal('0.06345'), Decimal('0.03255')), (Decimal('0.02511'), Decimal('0.04895')))",nM,"(('IC50', 'Ki'), ('Ki', 'IC50'))","('233633', '233627')",10849,Tyrosine-protein kinase JAK3,kinase,0.112687525326,no cliff,1,kinase
CC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Cl)c(C)c6,"('CHEMBL369561', 'CHEMBL181413')",305074,CC(=O)N1CCc2c(c(-c3ccc(Cl)c(C)c3)nn2CC(O)CN2CCC(n3c(O)nc4ccc(Cl)cc43)CC2)C1,"('CC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Cl)c(C)c6', 'CC(=O)N1CCc2c(C1)c(nn2C[C@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Cl)c(C)c6')",20898,15745822.0,Bioorg. Med. Chem. Lett.,2005.0,15,1687,"(Decimal('190'), Decimal('350'))",nM,IC50,,11534,Cathepsin S,protease,0.265314443397,no cliff,1,protease
CC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,"('CHEMBL179835', 'CHEMBL368007')",305074,CC(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(n3c(O)nc4ccc(Cl)cc43)CC2)C1,"('CC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F', 'CC(=O)N1CCc2c(C1)c(nn2C[C@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F')",20898,15745822.0,Bioorg. Med. Chem. Lett.,2005.0,15,1687,"(Decimal('200'), Decimal('180'))",nM,IC50,,11534,Cathepsin S,protease,0.0457574905607,no cliff,1,protease
CC(=O)N1CCc2c(C1)c(nn2[C@@H]3CCc4ccccc34)c5ccc(F)cc5,"('CHEMBL3700369', 'CHEMBL3700370')",1528268,CC(=O)N1CCc2c(c(-c3ccc(F)cc3)nn2C2CCc3ccccc32)C1,"('CC(=O)N1CCc2c(C1)c(nn2[C@@H]3CCc4ccccc34)c5ccc(F)cc5', 'CC(=O)N1CCc2c(C1)c(nn2[C@H]3CCc4ccccc34)c5ccc(F)cc5')",94872,"(nan, nan)",,2015.0,,,"(Decimal('712'), Decimal('479'))",nM,IC50,,105602,Potassium channel subfamily K member 3,ion channel vgc,0.172144480222,no cliff,1,ion channel vgc
CC(=O)N1N=C(O[C@@H]1c2ccc(Cl)c(Cl)c2)c3ccc(cc3)[N+](=O)[O-],"('CHEMBL3770019', 'CHEMBL3769586')",1557703,CC(=O)N1N=C(c2ccc([N+](=O)[O-])cc2)OC1c1ccc(Cl)c(Cl)c1,"('CC(=O)N1N=C(O[C@@H]1c2ccc(Cl)c(Cl)c2)c3ccc(cc3)[N+](=O)[O-]', 'CC(=O)N1N=C(O[C@H]1c2ccc(Cl)c(Cl)c2)c3ccc(cc3)[N+](=O)[O-]')",98475,26717204.0,Eur. J. Med. Chem.,2016.0,108,542,"(Decimal('7.61'), Decimal('523.46'))",nM,IC50,,104,Monoamine oxidase B,other enzymes,1.83749884406,cliff,1,other enzymes
CC(=O)NC1N=C(c2ccccc2)c3ccccc3N(CC(=O)N[C@@H](Cc4ccc(Cl)c(Cl)c4)C(=O)N)C1=O,"('CHEMBL24806', 'CHEMBL422044')",149053,CC(=O)NC1N=C(c2ccccc2)c2ccccc2N(CC(=O)NC(Cc2ccc(Cl)c(Cl)c2)C(N)=O)C1=O,"('CC(=O)NC1N=C(c2ccccc2)c3ccccc3N(CC(=O)N[C@@H](Cc4ccc(Cl)c(Cl)c4)C(=O)N)C1=O', 'CC(=O)NC1N=C(c2ccccc2)c3ccccc3N(CC(=O)N[C@H](Cc4ccc(Cl)c(Cl)c4)C(=O)N)C1=O')",4219,11392542.0,Bioorg. Med. Chem. Lett.,2001.0,11,1301,"(Decimal('25.12'), Decimal('794.33'))",nM,Ki,,116,Oxytocin receptor,membrane receptor 7tm,1.49998133009,cliff,1,membrane receptor 7tm
CC(=O)NCC[C@@H]1CCc2ccc3nc(C)oc3c12,"('CHEMBL3648356', 'CHEMBL3648357')","(1527843, 1534767)",CC(=O)NCCC1CCc2ccc3nc(C)oc3c21,"('CC(=O)NCC[C@@H]1CCc2ccc3nc(C)oc3c12', 'CC(=O)NCC[C@H]1CCc2ccc3nc(C)oc3c12')",94149,"((nan, nan), (nan, nan))",,2013.0,,,"((Decimal('0.057'), Decimal('15')), (Decimal('0.13'), Decimal('9.6')))",nM,IC50,"(('221297', '221298'), ('221318', '221319'))","(11084, 11085)","('Melatonin receptor 1A', 'Melatonin receptor 1B')",membrane receptor 7tm,"(2.4202164033831899, 1.8683278807327317)",cliff,1,membrane receptor 7tm
CC(=O)NCC[C@@H]1CCc2ccc3nc(C)sc3c12,"('CHEMBL3648363', 'CHEMBL3648364')","(1527843, 1534767)",CC(=O)NCCC1CCc2ccc3nc(C)sc3c21,"('CC(=O)NCC[C@@H]1CCc2ccc3nc(C)sc3c12', 'CC(=O)NCC[C@H]1CCc2ccc3nc(C)sc3c12')",94149,"((nan, nan), (nan, nan))",,2013.0,,,"((Decimal('0.038'), Decimal('19')), (Decimal('0.12'), Decimal('8.5')))",nM,IC50,"(('221304', '221305'), ('221325', '221326'))","(11084, 11085)","('Melatonin receptor 1A', 'Melatonin receptor 1B')",membrane receptor 7tm,"(2.6989700043360187, 1.850237679666668)",cliff,1,membrane receptor 7tm
CC(=O)NC[C@@H](NS(=O)(=O)c1c(C)cc(C)cc1C)C(=O)O,"('CHEMBL556845', 'CHEMBL561996')",582336,CC(=O)NCC(NS(=O)(=O)c1c(C)cc(C)cc1C)C(=O)O,"('CC(=O)NC[C@@H](NS(=O)(=O)c1c(C)cc(C)cc1C)C(=O)O', 'CC(=O)NC[C@H](NS(=O)(=O)c1c(C)cc(C)cc1C)C(=O)O')",48028,19574045.0,Bioorg. Med. Chem. Lett.,2009.0,19,4832,"(Decimal('800'), Decimal('8000'))",nM,IC50,,12661,Vitronectin receptor alpha,other membrane receptors,1.0,cliff,1,other membrane receptors
CC(=O)N[C@@H](CC(=O)O)C(=O)NO,"('CHEMBL65072', 'CHEMBL294281')",71704,CC(=O)NC(CC(=O)O)C(=O)NO,"('CC(=O)N[C@@H](CC(=O)O)C(=O)NO', 'CC(=O)N[C@H](CC(=O)O)C(=O)NO')",5587,12798312.0,Bioorg. Med. Chem. Lett.,2003.0,13,2097,100000,nM,IC50,,184,Glutamate carboxypeptidase II,protease,0.0,no cliff,1,protease
